_id,id,contact.name,contact.email,account.balance,charges
5fc80db087b3f620448d3425,agyrz0,Miguelita Hilary,MiguelitaHilary180@email.com,458.12,"[{""id"":""ygqyet"",""amount"":414.3,""datetime"":""2020-11-24T00:00:00.000Z"",""status"":""New""}]"
5fc80db087b3f620448d3426,ty9y1n,Angelica Beatrisa,AngelicaBeatrisa324@email.com,1216.69,"[{""id"":""h2rqen"",""amount"":413.94,""datetime"":""2020-11-24T00:00:00.000Z"",""status"":""New""}]"
5fc80db087b3f620448d3427,76pmb8,Ryann Bertina,RyannBertina327@email.com,0,"[{""id"":""ma2uh7"",""amount"":783.01,""datetime"":""2020-11-24T00:00:00.000Z"",""status"":""New""}]"
5fc80db087b3f620448d3428,yevucq,Joscelin Cecily,JoscelinCecily221@email.com,212.73,"[{""id"":""np5vcp"",""amount"":219.25,""datetime"":""2020-11-24T00:00:00.000Z"",""status"":""New""}]"
5fc80db087b3f620448d3429,73k1pp,Fayina Zarah,FayinaZarah99@email.com,-17.85,"[{""id"":""qvtz2z"",""amount"":832.59,""datetime"":""2020-11-24T00:00:00.000Z"",""status"":""New""}]"
5fc80db087b3f620448d342a,yssx9v,Danika Alena,DanikaAlena290@email.com,3268.85,"[{""id"":""dym0iu"",""amount"":1054.18,""datetime"":""2020-11-24T00:00:00.000Z"",""status"":""New""}]"
5fc80db087b3f620448d342b,r3g6z9,Kathlin Bertie,KathlinBertie220@email.com,573.51,"[{""id"":""wdnib5"",""amount"":417.33,""datetime"":""2020-11-24T00:00:00.000Z"",""status"":""New""}]"
5fc80db087b3f620448d342c,pu38pl,Adore Shanie,AdoreShanie350@email.com,0.68,"[{""id"":""osb9qi"",""amount"":723.38,""datetime"":""2020-11-24T00:00:00.000Z"",""status"":""New""}]"
5fc80db087b3f620448d342d,ahqrtn,Beulah Lorie,BeulahLorie311@email.com,769.64,"[{""id"":""b4agtv"",""amount"":797.01,""datetime"":""2020-11-24T00:00:00.000Z"",""status"":""New""}]"
5fc80db087b3f620448d342e,rlwte0,Vilhelmina Dorita,VilhelminaDorita397@email.com,1950.55,"[{""id"":""c5pyrs"",""amount"":605.25,""datetime"":""2020-11-24T00:00:00.000Z"",""status"":""New""}]"
5fc80db087b3f620448d342f,q9uc2q,Maurine Alicea,MaurineAlicea385@email.com,60.83,"[{""id"":""nlofaw"",""amount"":642.9,""datetime"":""2020-11-24T00:00:00.000Z"",""status"":""New""}]"
5fc80db087b3f620448d3430,qjn649,Goldi Joletta,GoldiJoletta364@email.com,5.56,"[{""id"":""jm9b76"",""amount"":470.96,""datetime"":""2020-11-24T00:00:00.000Z"",""status"":""New""}]"
5fc80db087b3f620448d3432,5b3c9a,Ursulina Deena,UrsulinaDeena377@email.com,164.15,"[{""id"":""h3okcy"",""amount"":547.57,""datetime"":""2020-11-24T00:00:00.000Z"",""status"":""New""}]"
5fc80db087b3f620448d3433,2yjq8f,Aggi Fleur,AggiFleur339@email.com,0,"[{""id"":""55guqm"",""amount"":621.35,""datetime"":""2020-11-24T00:00:00.000Z"",""status"":""New""}]"
5fc80db087b3f620448d3434,cm19r3,Aubry Myrta,AubryMyrta214@email.com,-64.87,"[{""id"":""g0ywtn"",""amount"":615.35,""datetime"":""2020-11-24T00:00:00.000Z"",""status"":""New""}]"
